"filename", "language", "Python", "Docker", "Markdown", "Dotenv", "YAML", "Properties", "HTML", "JavaScript", "TypeScript", "JSON with Comments", "JSON", "toml", "pip requirements", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\.env", "Dotenv", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\RUN_INSTRUCTIONS.md", "Markdown", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 38
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\ai\Dockerfile", "Docker", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\ai\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\ai\app\clients\backend_client.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\ai\app\main.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\ai\app\pipeline\evaluator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\ai\app\pipeline\query_analyzer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\ai\app\pipeline\response_composer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\ai\app\pipeline\solution_finder.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\ai\app\rag\retriever.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\ai\app\rag\vector_store.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\ai\app\schemas\ai_contracts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\.env", "Dotenv", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\DOXA_Backend_TODO_Checklist.md", "Markdown", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 180
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\DOXA_Backend_Tech_Stack_Solution1.md", "Markdown", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 169
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\Dockerfile", "Docker", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 18
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\alembic\env.py", "Python", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 56
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\alembic\versions\001_initial_migration.py", "Python", 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16, 228
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\api\v1\ai.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 19
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\api\v1\api.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\api\v1\auth.py", "Python", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 75
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\api\v1\kb.py", "Python", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 73
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\api\v1\metrics.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\api\v1\tickets.py", "Python", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 126
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\api\v1\users.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\core\config.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\core\deps.py", "Python", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 78
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\core\security.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 27
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\db\base.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\db\init_db.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\db\session.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\main.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 27
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\models\__init__.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\models\feedback.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\models\kb.py", "Python", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 53
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\models\ticket.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 58
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\models\ticket_response.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\models\user.py", "Python", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\schemas\ai.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\schemas\auth.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\schemas\feedback.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 22
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\schemas\kb.py", "Python", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 45
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\schemas\metrics.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\schemas\ticket.py", "Python", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 50
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\schemas\user.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 37
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\services\ai_service.py", "Python", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 40
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\services\auth_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\services\feedback_service.py", "Python", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 90
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\services\kb_service.py", "Python", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 95
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\services\metrics_service.py", "Python", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 13, 92
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\services\ticket_service.py", "Python", 168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 39, 217
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\utils\pagination.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\app\utils\reference_generator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\pyproject.toml", "toml", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 1, 35
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\seed_demo_users.py", "Python", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 62
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\backend\verify_demo_users.py", "Python", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 50
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\docker-compose.yml", "YAML", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\docs\DOXA_Project_Overview_Context.md", "Markdown", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 182
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\docs\DOXA_Solution1_Functional_Overview.md", "Markdown", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 106
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\docs\api-contracts.md", "Markdown", 0, 0, 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 278
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\docs\architecture.md", "Markdown", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 183
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\docs\demo-scenario.md", "Markdown", 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 151
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\docs\frontend-handoff.md", "Markdown", 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 249
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\docs\instructions.md", "Markdown", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 130
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\Dockerfile", "Docker", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 21
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\index.html", "HTML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\nginx.conf", "Properties", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3278, 0, 0, 0, 0, 0, 1, 3279
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\package.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 29
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\postcss.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 15, 19, 193
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\api\auth.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\api\client.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 2, 5, 37
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\api\kb.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 6, 8, 43
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\api\metrics.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\api\tickets.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 9, 14, 83
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\components\ConfidenceBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 5, 29
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\components\EmptyState.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 3, 44
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\components\ErrorMessage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 3, 36
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\components\Layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 6, 88
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\components\LoadingSpinner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 3, 15
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\components\ProtectedRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 7, 40
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\components\StatusBadge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 4, 18
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\config\constants.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 7, 37
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\context\AuthContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 9, 63
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 5, 44
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 2, 11
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\Dashboard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\Login.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\TicketDetails.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\Tickets.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\admin\AdminDashboardPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 0, 6, 19, 246
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\admin\KBCreatePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 11, 141
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\admin\KBDetailPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 2, 10, 112
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\admin\KBEditPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 13, 159
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\admin\KBListPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 3, 10, 146
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\agent\AgentDashboardPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 0, 3, 17, 241
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\agent\AgentTicketDetailPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 225, 0, 7, 16, 248
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\agent\AgentTicketsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 3, 8, 151
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\auth\LoginPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 1, 8, 112
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\auth\ProfilePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 4, 54
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\auth\RegisterPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 9, 113
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\client\ClientTicketDetailPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227, 0, 8, 16, 251
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\client\ClientTicketsPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 2, 7, 132
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\client\CreateTicketPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 11, 134
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\pages\public\LandingPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 515, 0, 16, 24, 555
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\src\types\index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 10, 73
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\tailwind.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\tsconfig.node.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"c:\Users\HP\Desktop\doxa-intelligent-ticketing\frontend\vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 2, 16
"Total", "-", 1365, 21, 1239, 5, 36, 15, 13, 16, 250, 25, 3317, 0, 34, 3022, 36, 174, 1136, 10704